period,midpoint,Raw SEC,Smooth SEC,dH,Subregion
2008/08 - 2013/08,2011-03-01 00:15:01.757812,0.057,0.057,11.125783747294918,J-Jpp
2008/09 - 2013/09,2011-04-01 00:55:09.960938,0.057,0.057,11.182741092750803,J-Jpp
2008/10 - 2013/10,2011-05-01 01:01:56.015625,0.057,0.057,11.239809762919322,J-Jpp
2008/11 - 2013/11,2011-06-01 01:14:14.296875,0.057,0.057,11.296989757800475,J-Jpp
2008/12 - 2013/12,2011-07-01 00:48:50.273438,0.057,0.057,11.354169752681628,J-Jpp
2009/01 - 2014/01,2011-08-01 01:08:15.703125,0.057,0.05,11.411349747562781,J-Jpp
2009/02 - 2014/02,2011-08-30 01:16:31.406250,0.057,0.042,11.468529742443934,J-Jpp
2009/03 - 2014/03,2011-09-29 00:56:18.515625,0.019,0.035,11.506841861875728,J-Jpp
2009/04 - 2014/04,2011-10-30 01:11:46.640625,0.019,0.027,11.526286105858162,J-Jpp
2009/05 - 2014/05,2011-11-28 23:51:33.750000,0.019,0.019,11.545730349840596,J-Jpp
2009/06 - 2014/06,2011-12-30 00:07:01.875000,0.019,0.019,11.56517459382303,J-Jpp
2009/07 - 2014/07,2012-01-28 23:46:48.984375,0.018,0.019,11.583754865685478,J-Jpp
2009/08 - 2014/08,2012-02-29 00:02:17.109375,0.018,0.018,11.601783505873755,J-Jpp
2009/09 - 2014/09,2012-03-31 01:17:45.234375,0.018,0.018,11.620124486507848,J-Jpp
2009/10 - 2014/10,2012-04-30 00:57:32.343750,0.018,0.018,11.638465467141941,J-Jpp
2009/11 - 2014/11,2012-05-31 01:13:00.468750,0.018,0.018,11.656806447776034,J-Jpp
2009/12 - 2014/12,2012-06-30 00:52:47.578125,0.019,0.019,11.675319378497079,J-Jpp
2010/01 - 2015/01,2012-07-31 01:08:15.703125,0.019,0.019,11.694004259305075,J-Jpp
2010/02 - 2015/02,2012-08-29 01:16:31.406250,0.019,0.019,11.71268914011307,J-Jpp
2010/03 - 2015/03,2012-09-28 00:56:18.515625,0.019,0.018,11.731374020921066,J-Jpp
2010/04 - 2015/04,2012-10-29 00:11:46.640625,0.019,0.018,11.750058901729062,J-Jpp
2010/05 - 2015/05,2012-11-27 23:51:33.750000,0.018,0.018,11.768263136269525,J-Jpp
2010/06 - 2015/06,2012-12-29 00:07:01.875000,0.018,0.018,11.785986724542454,J-Jpp
2010/07 - 2015/07,2013-01-27 23:46:48.984375,0.018,0.018,11.803710312815383,J-Jpp
2010/08 - 2015/08,2013-02-28 00:02:17.109375,0.018,0.019,11.821433901088312,J-Jpp
2010/09 - 2015/09,2013-03-31 00:17:45.234375,0.021,0.019,11.84054927364923,J-Jpp
2010/10 - 2015/10,2013-04-30 00:57:32.343750,0.021,0.02,11.861056430498138,J-Jpp
2010/11 - 2015/11,2013-05-31 01:13:00.468750,0.021,0.021,11.881563587347046,J-Jpp
2010/12 - 2015/12,2013-06-30 00:52:47.578125,0.021,0.022,11.902070744195953,J-Jpp
2011/01 - 2016/01,2013-07-31 01:01:08.554688,0.021,0.023,11.92257790104486,J-Jpp
2011/02 - 2016/02,2013-08-29 01:02:17.109375,0.027,0.024,11.9463828636799,J-Jpp
2011/03 - 2016/03,2013-09-28 12:56:44.882812,0.027,0.026,11.973485632101074,J-Jpp
2011/04 - 2016/04,2013-10-29 12:09:03.164062,0.027,0.028,12.000588400522247,J-Jpp
2011/05 - 2016/05,2013-11-28 11:43:39.140625,0.027,0.03,12.02769116894342,J-Jpp
2011/06 - 2016/06,2013-12-29 11:55:57.421875,0.031,0.032,12.056706517236307,J-Jpp
2011/07 - 2016/07,2014-01-28 12:02:43.476562,0.037,0.034,12.090733714634553,J-Jpp
2011/08 - 2016/08,2014-02-28 12:15:01.757812,0.037,0.036,12.127860181266442,J-Jpp
2011/09 - 2016/09,2014-03-31 12:55:09.960938,0.037,0.039,12.164986647898331,J-Jpp
2011/10 - 2016/10,2014-04-30 13:01:56.015625,0.037,0.042,12.20211311453022,J-Jpp
2011/11 - 2016/11,2014-05-31 13:14:14.296875,0.048,0.044,12.244752049678937,J-Jpp
2011/12 - 2016/12,2014-06-30 12:48:50.273438,0.048,0.046,12.29290345334448,J-Jpp
2012/01 - 2017/01,2014-07-31 13:01:08.554688,0.048,0.048,12.341054857010022,J-Jpp
2012/02 - 2017/02,2014-08-30 01:22:08.906250,0.048,0.049,12.389206260675564,J-Jpp
2012/03 - 2017/03,2014-09-29 00:56:44.882812,0.048,0.051,12.437357664341107,J-Jpp
2012/04 - 2017/04,2014-10-30 00:09:03.164062,0.055,0.052,12.488831006223336,J-Jpp
2012/05 - 2017/05,2014-11-28 23:43:39.140625,0.055,0.053,12.543626286322251,J-Jpp
2012/06 - 2017/06,2014-12-29 23:55:57.421875,0.055,0.056,12.598421566421166,J-Jpp
2012/07 - 2017/07,2015-01-29 00:02:43.476562,0.055,0.056,12.653216846520081,J-Jpp
2012/08 - 2017/08,2015-03-01 00:15:01.757812,0.059,0.057,12.71011426881887,J-Jpp
2012/09 - 2017/09,2015-04-01 00:55:09.960938,0.059,0.058,12.769113833317533,J-Jpp
2012/10 - 2017/10,2015-05-01 01:01:56.015625,0.059,0.059,12.828113397816196,J-Jpp
2012/11 - 2017/11,2015-06-01 01:14:14.296875,0.059,0.06,12.887112962314859,J-Jpp
2012/12 - 2017/12,2015-07-01 00:48:50.273438,0.059,0.062,12.946112526813522,J-Jpp
2013/01 - 2018/01,2015-08-01 01:08:15.703125,0.065,0.063,13.008258272195235,J-Jpp
2013/02 - 2018/02,2015-08-30 01:16:31.406250,0.065,0.064,13.073550198459998,J-Jpp
2013/03 - 2018/03,2015-09-29 00:56:18.515625,0.065,0.065,13.13884212472476,J-Jpp
2013/04 - 2018/04,2015-10-30 00:11:46.640625,0.065,0.065,13.204134050989524,J-Jpp
2013/05 - 2018/05,2015-11-28 23:51:33.750000,0.064,0.065,13.268774077529088,J-Jpp
2013/06 - 2018/06,2015-12-30 00:07:01.875000,0.064,0.064,13.332760654622689,J-Jpp
2013/07 - 2018/07,2016-01-28 23:46:48.984375,0.064,0.064,13.396745681995526,J-Jpp
2013/08 - 2018/08,2016-02-29 00:02:17.109375,0.064,0.065,13.460730709368363,J-Jpp
2013/09 - 2018/09,2016-03-31 01:17:45.234375,0.064,0.067,13.5247157367412,J-Jpp
2013/10 - 2018/10,2016-04-30 00:57:32.343750,0.071,0.068,13.592425905400887,J-Jpp
2013/11 - 2018/11,2016-05-31 01:13:00.468750,0.071,0.07,13.663861215347424,J-Jpp
2013/12 - 2018/12,2016-06-30 00:52:47.578125,0.071,0.071,13.735296525293961,J-Jpp
2014/01 - 2019/01,2016-07-31 01:08:15.703125,0.071,0.072,13.806731835240498,J-Jpp
2014/02 - 2019/02,2016-08-29 01:16:31.406250,0.071,0.072,13.878167145187035,J-Jpp
2014/03 - 2019/03,2016-09-28 00:56:18.515625,0.074,0.073,13.95087181427516,J-Jpp
2014/04 - 2019/04,2016-10-29 01:11:46.640625,0.074,0.073,14.024845842504874,J-Jpp
2014/05 - 2019/05,2016-11-27 23:51:33.750000,0.074,0.074,14.098819870734587,J-Jpp
2014/06 - 2019/06,2016-12-29 00:07:01.875000,0.074,0.075,14.1727938989643,J-Jpp
2014/07 - 2019/07,2017-01-27 23:46:48.984375,0.076,0.075,14.247982766712084,J-Jpp
2014/08 - 2019/08,2017-02-28 00:02:17.109375,0.076,0.076,14.324386473977938,J-Jpp
2014/09 - 2019/09,2017-03-31 01:17:45.234375,0.076,0.076,14.400790181243792,J-Jpp
2014/10 - 2019/10,2017-04-30 00:57:32.343750,0.076,0.077,14.477193888509646,J-Jpp
2014/11 - 2019/11,2017-05-31 01:13:00.468750,0.076,0.077,14.5535975957755,J-Jpp
2014/12 - 2019/12,2017-06-30 00:52:47.578125,0.077,0.077,14.630277764284983,J-Jpp
2015/01 - 2020/01,2017-07-31 01:01:08.554688,0.077,0.077,14.707234394038096,J-Jpp
2015/02 - 2020/02,2017-08-29 01:02:17.109375,0.077,0.077,14.784191023791209,J-Jpp
2015/03 - 2020/03,2017-09-28 12:56:44.882812,0.077,0.076,14.861147653544322,J-Jpp
2015/04 - 2020/04,2017-10-29 12:09:03.164062,0.075,0.076,14.937288157874718,J-Jpp
2015/05 - 2020/05,2017-11-28 11:43:39.140625,0.075,0.075,15.012324087554589,J-Jpp
2015/06 - 2020/06,2017-12-29 11:55:57.421875,0.075,0.075,15.08707156800665,J-Jpp
2015/07 - 2020/07,2018-01-28 12:02:43.476562,0.075,0.075,15.16181904845871,J-Jpp
2015/08 - 2020/08,2018-02-28 12:15:01.757812,0.075,0.075,15.236566528910771,J-Jpp
2015/09 - 2020/09,2018-03-31 12:55:09.960938,0.074,0.074,15.311083369189873,J-Jpp
2015/10 - 2020/10,2018-04-30 13:01:56.015625,0.074,0.074,15.385369569296017,J-Jpp
2015/11 - 2020/11,2018-05-31 13:14:14.296875,0.074,0.074,15.459655769402161,J-Jpp
2015/12 - 2020/12,2018-06-30 12:48:50.273438,0.074,0.075,15.533941969508305,J-Jpp
2016/01 - 2021/01,2018-07-31 13:01:08.554688,0.074,0.075,15.60822816961445,J-Jpp
2016/02 - 2021/02,2018-08-30 01:22:08.906250,0.077,0.076,15.683648728067055,J-Jpp
2016/03 - 2021/03,2018-09-29 00:56:44.882812,0.077,0.076,15.760203644866124,J-Jpp
2016/04 - 2021/04,2018-10-30 00:09:03.164062,0.077,0.076,15.836758561665192,J-Jpp
2016/05 - 2021/05,2018-11-28 23:43:39.140625,0.077,0.076,15.91331347846426,J-Jpp
2016/06 - 2021/06,2018-12-29 23:55:57.421875,0.075,0.075,15.988968923920766,J-Jpp
2016/07 - 2021/07,2019-01-29 00:02:43.476562,0.075,0.075,16.063724898034707,J-Jpp
2016/08 - 2021/08,2019-03-01 00:15:01.757812,0.075,0.075,16.138480872148648,J-Jpp
2016/09 - 2021/09,2019-04-01 00:55:09.960938,0.075,0.075,16.21323684626259,J-Jpp
2016/10 - 2021/10,2019-05-01 01:01:56.015625,0.075,0.076,16.28799282037653,J-Jpp
2016/11 - 2021/11,2019-06-01 01:14:14.296875,0.077,0.076,16.36373484157957,J-Jpp
2016/12 - 2021/12,2019-07-01 00:48:50.273438,0.077,0.076,16.440462909871712,J-Jpp
2017/01 - 2022/01,2019-08-01 01:08:15.703125,0.077,0.076,16.517190978163853,J-Jpp
2017/02 - 2022/02,2019-08-30 01:16:31.406250,0.077,0.076,16.593919046455994,J-Jpp
2017/03 - 2022/03,2019-09-29 00:56:18.515625,0.075,0.076,16.66983936005272,J-Jpp
2017/04 - 2022/04,2019-10-30 00:11:46.640625,0.076,0.076,16.74526544683613,J-Jpp
2017/05 - 2022/05,2019-11-28 23:51:33.750000,0.076,0.076,16.821005061501637,J-Jpp
2017/06 - 2022/06,2019-12-30 00:07:01.875000,0.076,0.074,16.896744676167145,J-Jpp
2017/07 - 2022/07,2020-01-28 23:46:48.984375,0.076,0.073,16.972484290832654,J-Jpp
2017/08 - 2022/08,2020-02-29 00:02:17.109375,0.069,0.072,17.044967480236664,J-Jpp
2017/09 - 2022/09,2020-03-31 01:17:45.234375,0.069,0.071,17.114194244379178,J-Jpp
2017/10 - 2022/10,2020-04-30 00:57:32.343750,0.069,0.069,17.18342100852169,J-Jpp
2017/11 - 2022/11,2020-05-31 01:13:00.468750,0.069,0.069,17.252647772664204,J-Jpp
2017/12 - 2022/12,2020-06-30 00:52:47.578125,0.069,0.07,17.321874536806718,J-Jpp
2018/01 - 2023/01,2020-07-31 01:08:15.703125,0.07,0.07,17.39157199137844,J-Jpp
2018/02 - 2023/02,2020-08-29 01:16:31.406250,0.07,0.07,17.461740136379376,J-Jpp
2018/03 - 2023/03,2020-09-28 00:56:18.515625,0.07,0.069,17.53190828138031,J-Jpp
2018/04 - 2023/04,2020-10-29 00:11:46.640625,0.07,0.067,17.602076426381245,J-Jpp
2018/05 - 2023/05,2020-11-27 23:51:33.750000,0.063,0.066,17.668607611441985,J-Jpp
2018/06 - 2023/06,2020-12-29 00:07:01.875000,0.063,0.064,17.73150183656253,J-Jpp
2018/07 - 2023/07,2021-01-27 23:46:48.984375,0.063,0.063,17.794396061683074,J-Jpp
2018/08 - 2023/08,2021-02-28 00:02:17.109375,0.063,0.063,17.857290286803618,J-Jpp
2018/09 - 2023/09,2021-03-31 01:17:45.234375,0.063,0.063,17.920184511924163,J-Jpp
1991/07 - 1996/07,1994-01-28 12:02:43.476562,-0.179,-0.18,0.0,Ipp-J
1991/08 - 1996/08,1994-02-28 12:15:01.757812,-0.18,-0.18,-0.17954052239656448,Ipp-J
1991/09 - 1996/09,1994-03-31 12:55:09.960938,-0.18,-0.18,-0.359779916703701,Ipp-J
1991/10 - 1996/10,1994-04-30 13:01:56.015625,-0.18,-0.185,-0.5400193110108376,Ipp-J
1991/11 - 1996/11,1994-05-31 13:14:14.296875,-0.18,-0.191,-0.7202587053179741,Ipp-J
1991/12 - 1996/12,1994-06-30 12:48:50.273438,-0.206,-0.196,-0.9135534837841988,Ipp-J
1992/01 - 1997/01,1994-07-31 13:01:08.554688,-0.206,-0.201,-1.1199036464095116,Ipp-J
1992/02 - 1997/02,1994-08-30 01:22:08.906250,-0.206,-0.214,-1.3262538090348244,Ipp-J
1992/03 - 1997/03,1994-09-29 00:56:44.882812,-0.206,-0.226,-1.5326039716601372,Ipp-J
1992/04 - 1997/04,1994-10-30 00:09:03.164062,-0.245,-0.237,-1.7580347582697868,Ipp-J
1992/05 - 1997/05,1994-11-28 23:43:39.140625,-0.265,-0.249,-2.0128317028284073,Ipp-J
1992/06 - 1997/06,1994-12-29 23:55:57.421875,-0.265,-0.261,-2.2779141813516617,Ipp-J
1992/07 - 1997/07,1995-01-29 00:02:43.476562,-0.265,-0.242,-2.542996659874916,Ipp-J
1992/08 - 1997/08,1995-03-01 00:15:01.757812,-0.265,-0.218,-2.8080791383981705,Ipp-J
1992/09 - 1997/09,1995-04-01 00:55:09.960938,-0.148,-0.195,-3.0147043466567993,Ipp-J
1992/10 - 1997/10,1995-05-01 01:01:56.015625,-0.148,-0.172,-3.1628722846508026,Ipp-J
1992/11 - 1997/11,1995-06-01 01:14:14.296875,-0.148,-0.148,-3.311040222644806,Ipp-J
1992/12 - 1997/12,1995-07-01 00:48:50.273438,-0.148,-0.136,-3.459208160638809,Ipp-J
1993/01 - 1998/01,1995-08-01 01:08:15.703125,-0.148,-0.124,-3.6073760986328125,Ipp-J
1993/02 - 1998/02,1995-08-30 01:16:31.406250,-0.087,-0.112,-3.7249933667480946,Ipp-J
1993/03 - 1998/03,1995-09-29 00:56:18.515625,-0.087,-0.099,-3.8120599649846554,Ipp-J
1993/04 - 1998/04,1995-10-30 00:11:46.640625,-0.087,-0.057,-3.899126563221216,Ipp-J
1993/05 - 1998/05,1995-11-28 23:51:33.750000,-0.087,-0.027,-3.986193161457777,Ipp-J
1993/06 - 1998/06,1995-12-30 00:07:01.875000,0.063,0.003,-3.998430762439966,Ipp-J
1993/07 - 1998/07,1996-01-28 23:46:48.984375,0.063,0.033,-3.9358393661677837,Ipp-J
1993/08 - 1998/08,1996-02-29 00:02:17.109375,0.063,0.063,-3.8732479698956013,Ipp-J
1993/09 - 1998/09,1996-03-31 00:17:45.234375,0.063,0.073,-3.810656573623419,Ipp-J
1993/10 - 1998/10,1996-04-30 00:57:32.343750,0.063,0.083,-3.7480651773512363,Ipp-J
1993/11 - 1998/11,1996-05-31 01:13:00.468750,0.113,0.093,-3.6604176722466946,Ipp-J
1993/12 - 1998/12,1996-06-30 00:52:47.578125,0.113,0.103,-3.5477140583097935,Ipp-J
1994/01 - 1999/01,1996-07-31 01:08:15.703125,0.113,0.113,-3.4350104443728924,Ipp-J
1994/02 - 1999/02,1996-08-29 01:16:31.406250,0.113,0.095,-3.3223068304359913,Ipp-J
1994/03 - 1999/03,1996-09-28 00:56:18.515625,0.113,0.078,-3.20960321649909,Ipp-J
1994/04 - 1999/04,1996-10-29 00:11:46.640625,0.026,0.06,-3.140453150495887,Ipp-J
1994/05 - 1999/05,1996-11-27 23:51:33.750000,0.026,0.043,-3.114856632426381,Ipp-J
1994/06 - 1999/06,1996-12-29 00:07:01.875000,0.026,0.039,-3.0892601143568754,Ipp-J
1994/07 - 1999/07,1997-01-27 23:46:48.984375,0.026,0.052,-3.0636635962873697,Ipp-J
1994/08 - 1999/08,1997-02-28 00:02:17.109375,0.093,0.066,-3.004543464630842,Ipp-J
1994/09 - 1999/09,1997-03-31 01:17:45.234375,0.093,0.079,-2.911899719387293,Ipp-J
1994/10 - 1999/10,1997-04-30 00:57:32.343750,0.093,0.093,-2.8192559741437435,Ipp-J
1994/11 - 1999/11,1997-05-31 01:13:00.468750,0.093,0.103,-2.726612228900194,Ipp-J
1994/12 - 1999/12,1997-06-30 00:52:47.578125,0.093,0.114,-2.633968483656645,Ipp-J
1995/01 - 2000/01,1997-07-31 01:01:08.554688,0.146,0.124,-2.51488034427166,Ipp-J
1995/02 - 2000/02,1997-08-29 01:02:17.109375,0.146,0.135,-2.3693478107452393,Ipp-J
1995/03 - 2000/03,1997-09-28 12:56:44.882812,0.146,0.146,-2.2238152772188187,Ipp-J
1995/04 - 2000/04,1997-10-29 12:09:03.164062,0.146,0.13,-2.078282743692398,Ipp-J
1995/05 - 2000/05,1997-11-28 11:43:39.140625,0.148,0.113,-1.9315219223499298,Ipp-J
1995/06 - 2000/06,1997-12-29 11:55:57.421875,0.064,0.097,-1.8256245218217373,Ipp-J
1995/07 - 2000/07,1998-01-28 12:02:43.476562,0.064,0.081,-1.7618188299238682,Ipp-J
1995/08 - 2000/08,1998-02-28 12:15:01.757812,0.064,0.071,-1.698013138025999,Ipp-J
1995/09 - 2000/09,1998-03-31 12:55:09.960938,0.064,0.078,-1.63420744612813,Ipp-J
1995/10 - 2000/10,1998-04-30 13:01:56.015625,0.1,0.086,-1.5522764846682549,Ipp-J
1995/11 - 2000/11,1998-05-31 13:14:14.296875,0.1,0.093,-1.4522202536463737,Ipp-J
1995/12 - 2000/12,1998-06-30 12:48:50.273438,0.1,0.099,-1.3521640226244926,Ipp-J
1996/01 - 2001/01,1998-07-31 13:01:08.554688,0.1,0.083,-1.2521077916026115,Ipp-J
1996/02 - 2001/02,1998-08-30 01:22:08.906250,0.097,0.067,-1.15357631072402,Ipp-J
1996/03 - 2001/03,1998-09-29 00:56:44.882812,0.019,0.051,-1.0956376930698752,Ipp-J
1996/04 - 2001/04,1998-10-30 00:09:03.164062,0.019,0.034,-1.0767671884968877,Ipp-J
1996/05 - 2001/05,1998-11-28 23:43:39.140625,0.019,0.036,-1.0578966839239001,Ipp-J
1996/06 - 2001/06,1998-12-29 23:55:57.421875,0.019,0.054,-1.0390261793509126,Ipp-J
1996/07 - 2001/07,1999-01-29 00:02:43.476562,0.107,0.072,-0.9762344025075436,Ipp-J
1996/08 - 2001/08,1999-03-01 00:15:01.757812,0.107,0.089,-0.8695213533937931,Ipp-J
1996/09 - 2001/09,1999-04-01 00:55:09.960938,0.107,0.107,-0.7628083042800426,Ipp-J
1996/10 - 2001/10,1999-05-01 01:01:56.015625,0.107,0.095,-0.6560952551662922,Ipp-J
1996/11 - 2001/11,1999-06-01 01:14:14.296875,0.107,0.083,-0.5493822060525417,Ipp-J
1996/12 - 2001/12,1999-07-01 00:48:50.273438,0.048,0.071,-0.4720680546015501,Ipp-J
1997/01 - 2002/01,1999-08-01 01:08:15.703125,0.048,0.06,-0.4241528008133173,Ipp-J
1997/02 - 2002/02,1999-08-30 01:16:31.406250,0.048,0.038,-0.3762375470250845,Ipp-J
1997/03 - 2002/03,1999-09-29 00:56:18.515625,0.048,0.029,-0.3283222932368517,Ipp-J
1997/04 - 2002/04,1999-10-30 01:11:46.640625,0.001,0.019,-0.3041129694029223,Ipp-J
1997/05 - 2002/05,1999-11-28 23:51:33.750000,0.001,0.01,-0.30360957552329637,Ipp-J
1997/06 - 2002/06,1999-12-30 00:07:01.875000,0.001,0.001,-0.3031061816436704,Ipp-J
1997/07 - 2002/07,2000-01-28 23:46:48.984375,0.001,0.013,-0.3026027877640445,Ipp-J
1997/08 - 2002/08,2000-02-29 00:02:17.109375,0.001,0.026,-0.30209939388441853,Ipp-J
1997/09 - 2002/09,2000-03-31 01:17:45.234375,0.064,0.038,-0.2699882096494548,Ipp-J
1997/10 - 2002/10,2000-04-30 00:57:32.343750,0.064,0.051,-0.2062692350591533,Ipp-J
1997/11 - 2002/11,2000-05-31 01:13:00.468750,0.064,0.07,-0.14255026046885177,Ipp-J
1997/12 - 2002/12,2000-06-30 00:52:47.578125,0.064,0.068,-0.07883128587855026,Ipp-J
1998/01 - 2003/01,2000-07-31 01:08:15.703125,0.094,0.066,-0.00019700516713783145,Ipp-J
1998/02 - 2003/02,2000-08-29 01:16:31.406250,0.055,0.064,0.0740824596141465,Ipp-J
1998/03 - 2003/03,2000-09-28 00:56:18.515625,0.055,0.063,0.12909180234419182,Ipp-J
1998/04 - 2003/04,2000-10-29 01:11:46.640625,0.055,0.053,0.18410114507423714,Ipp-J
1998/05 - 2003/05,2000-11-27 23:51:33.750000,0.055,0.051,0.23911048780428246,Ipp-J
1998/06 - 2003/06,2000-12-29 00:07:01.875000,0.046,0.05,0.2897130412166007,Ipp-J
1998/07 - 2003/07,2001-01-27 23:46:48.984375,0.046,0.048,0.3359088053111918,Ipp-J
1998/08 - 2003/08,2001-02-28 00:02:17.109375,0.046,0.046,0.38210456940578297,Ipp-J
1998/09 - 2003/09,2001-03-31 01:17:45.234375,0.046,0.054,0.4283003335003741,Ipp-J
1998/10 - 2003/10,2001-04-30 00:57:32.343750,0.046,0.062,0.47449609759496525,Ipp-J
1998/11 - 2003/11,2001-05-31 01:13:00.468750,0.086,0.07,0.5407136709545739,Ipp-J
1998/12 - 2003/12,2001-06-30 00:52:47.578125,0.086,0.078,0.6269530535792001,Ipp-J
1999/01 - 2004/01,2001-07-31 01:01:08.554688,0.086,0.08,0.7131924362038262,Ipp-J
1999/02 - 2004/02,2001-08-29 01:02:17.109375,0.086,0.073,0.7994318188284524,Ipp-J
1999/03 - 2004/03,2001-09-28 12:56:44.882812,0.056,0.066,0.8704670493607409,Ipp-J
1999/04 - 2004/04,2001-10-29 12:09:03.164062,0.051,0.059,0.9240723506663926,Ipp-J
1999/05 - 2004/05,2001-11-28 11:43:39.140625,0.051,0.052,0.975451874837745,Ipp-J
1999/06 - 2004/06,2001-12-29 11:55:57.421875,0.051,0.065,1.0268313990090974,Ipp-J
1999/07 - 2004/07,2002-01-28 12:02:43.476562,0.051,0.078,1.0782109231804498,Ipp-J
1999/08 - 2004/08,2002-02-28 12:15:01.757812,0.119,0.092,1.1634770811651833,Ipp-J
1999/09 - 2004/09,2002-03-31 12:55:09.960938,0.119,0.106,1.2826298729632981,Ipp-J
1999/10 - 2004/10,2002-04-30 13:01:56.015625,0.119,0.11,1.4017826647614129,Ipp-J
1999/11 - 2004/11,2002-05-31 13:14:14.296875,0.119,0.094,1.5209354565595277,Ipp-J
1999/12 - 2004/12,2002-06-30 12:48:50.273438,0.076,0.077,1.618455647781957,Ipp-J
2000/01 - 2005/01,2002-07-31 13:01:08.554688,0.035,0.06,1.6739887085859664,Ipp-J
2000/02 - 2005/02,2002-08-30 01:22:08.906250,0.035,0.043,1.7091672395472415,Ipp-J
2000/03 - 2005/03,2002-09-29 00:56:44.882812,0.035,0.033,1.7443457705085166,Ipp-J
2000/04 - 2005/04,2002-10-30 00:09:03.164062,0.035,0.032,1.7795243014697917,Ipp-J
2000/05 - 2005/05,2002-11-28 23:43:39.140625,0.026,0.03,1.8101070898701437,Ipp-J
2000/06 - 2005/06,2002-12-29 23:55:57.421875,0.026,0.028,1.8360941357095726,Ipp-J
2000/07 - 2005/07,2003-01-29 00:02:43.476562,0.026,0.026,1.8620811815490015,Ipp-J
2000/08 - 2005/08,2003-03-01 00:15:01.757812,0.026,0.032,1.8880682273884304,Ipp-J
2000/09 - 2005/09,2003-04-01 00:55:09.960938,0.026,0.039,1.9140552732278593,Ipp-J
2000/10 - 2005/10,2003-05-01 01:01:56.015625,0.058,0.045,1.9559380685095675,Ipp-J
2000/11 - 2005/11,2003-06-01 01:14:14.296875,0.058,0.051,2.013716613233555,Ipp-J
2000/12 - 2005/12,2003-07-01 00:48:50.273438,0.058,0.058,2.0714951579575427,Ipp-J
2001/01 - 2006/01,2003-08-01 01:08:15.703125,0.058,0.058,2.1292737026815303,Ipp-J
2001/02 - 2006/02,2003-08-30 01:16:31.406250,0.059,0.059,2.1876993675832637,Ipp-J
2001/03 - 2006/03,2003-09-29 00:56:18.515625,0.059,0.059,2.246772152662743,Ipp-J
2001/04 - 2006/04,2003-10-30 00:11:46.640625,0.059,0.059,2.305844937742222,Ipp-J
2001/05 - 2006/05,2003-11-28 23:51:33.750000,0.059,0.061,2.3649177228217013,Ipp-J
2001/06 - 2006/06,2003-12-30 00:07:01.875000,0.059,0.063,2.4239905079011805,Ipp-J
2001/07 - 2006/07,2004-01-28 23:46:48.984375,0.069,0.065,2.488063213706482,Ipp-J
2001/08 - 2006/08,2004-02-29 00:02:17.109375,0.069,0.067,2.5571358402376063,Ipp-J
2001/09 - 2006/09,2004-03-31 01:17:45.234375,0.069,0.063,2.6262084667687304,Ipp-J
2001/10 - 2006/10,2004-04-30 00:57:32.343750,0.069,0.058,2.6952810932998545,Ipp-J
2001/11 - 2006/11,2004-05-31 01:13:00.468750,0.036,0.053,2.748038116202224,Ipp-J
2001/12 - 2006/12,2004-06-30 00:52:47.578125,0.046,0.049,2.789221895218361,Ipp-J
2002/01 - 2007/01,2004-07-31 01:08:15.703125,0.046,0.044,2.8351480339770205,Ipp-J
2002/02 - 2007/02,2004-08-29 01:16:31.406250,0.046,0.046,2.88107417273568,Ipp-J
2002/03 - 2007/03,2004-09-28 00:56:18.515625,0.046,0.045,2.9270003114943393,Ipp-J
2002/04 - 2007/04,2004-10-29 01:11:46.640625,0.044,0.045,2.972195643291343,Ipp-J
2002/05 - 2007/05,2004-11-27 23:51:33.750000,0.044,0.045,3.016660168126691,Ipp-J
2002/06 - 2007/06,2004-12-29 00:07:01.875000,0.044,0.044,3.0611246929620393,Ipp-J
2002/07 - 2007/07,2005-01-27 23:46:48.984375,0.044,0.045,3.1055892177973874,Ipp-J
2002/08 - 2007/08,2005-02-28 00:02:17.109375,0.044,0.046,3.1500537426327355,Ipp-J
2002/09 - 2007/09,2005-03-31 01:17:45.234375,0.048,0.047,3.1963686526869424,Ipp-J
2002/10 - 2007/10,2005-04-30 00:57:32.343750,0.048,0.047,3.244533947960008,Ipp-J
2002/11 - 2007/11,2005-05-31 01:13:00.468750,0.048,0.037,3.2926992432330735,Ipp-J
2002/12 - 2007/12,2005-06-30 00:52:47.578125,0.048,0.027,3.340864538506139,Ipp-J
2003/01 - 2008/01,2005-07-31 01:01:08.554688,-0.005,0.016,3.362226742610801,Ipp-J
2003/02 - 2008/02,2005-08-29 01:02:17.109375,-0.005,0.005,3.3567858555470593,Ipp-J
2003/03 - 2008/03,2005-09-28 12:56:44.882812,-0.005,-0.005,3.3513449684833176,Ipp-J
2003/04 - 2008/04,2005-10-29 13:09:03.164062,-0.005,-0.009,3.345904081419576,Ipp-J
2003/05 - 2008/05,2005-11-28 11:43:39.140625,-0.005,-0.013,3.3404631943558343,Ipp-J
2003/06 - 2008/06,2005-12-29 11:55:57.421875,-0.024,-0.016,3.3259667133097537,Ipp-J
2003/07 - 2008/07,2006-01-28 12:02:43.476562,-0.024,-0.02,3.302414638281334,Ipp-J
2003/08 - 2008/08,2006-02-28 12:15:01.757812,-0.024,-0.023,3.2788625632529147,Ipp-J
2003/09 - 2008/09,2006-03-31 12:55:09.960938,-0.024,-0.023,3.255310488224495,Ipp-J
