period,midpoint,Raw SEC,Smooth SEC,dH,Subregion
1991/07 - 1996/07,1994-01-28 12:02:43.476562,-0.008,-0.008,0.0,CE
1991/08 - 1996/08,1994-02-28 12:15:01.757812,-0.008,-0.008,-0.007654211483895779,CE
1991/09 - 1996/09,1994-03-31 12:55:09.960938,-0.008,-0.008,-0.015308422967791557,CE
1991/10 - 1996/10,1994-04-30 13:01:56.015625,-0.008,-0.006,-0.022962634451687336,CE
1991/11 - 1996/11,1994-05-31 13:14:14.296875,-0.008,-0.005,-0.030616845935583115,CE
1991/12 - 1996/12,1994-06-30 12:48:50.273438,0.0,-0.003,-0.03436366306414129,CE
1992/01 - 1997/01,1994-07-31 13:01:08.554688,0.0,-0.001,-0.03420308583736187,CE
1992/02 - 1997/02,1994-08-30 01:22:08.906250,0.0,0.003,-0.034042508610582445,CE
1992/03 - 1997/03,1994-09-29 00:56:44.882812,0.0,0.004,-0.03388193138380302,CE
1992/04 - 1997/04,1994-10-30 00:09:03.164062,0.012,0.006,-0.027611853613052517,CE
1992/05 - 1997/05,1994-11-28 23:43:39.140625,0.009,0.008,-0.01717094104969874,CE
1992/06 - 1997/06,1994-12-29 23:55:57.421875,0.009,0.009,-0.00866869423771277,CE
1992/07 - 1997/07,1995-01-29 00:02:43.476562,0.009,0.009,-0.00016644742572680116,CE
1992/08 - 1997/08,1995-03-01 00:15:01.757812,0.009,0.009,0.008335799386259168,CE
1992/09 - 1997/09,1995-04-01 00:55:09.960938,0.01,0.01,0.017692284134682268,CE
1992/10 - 1997/10,1995-05-01 01:01:56.015625,0.01,0.01,0.027903006819542497,CE
1992/11 - 1997/11,1995-06-01 01:14:14.296875,0.01,0.01,0.03811372950440273,CE
1992/12 - 1997/12,1995-07-01 00:48:50.273438,0.01,0.015,0.048324452189262956,CE
1993/01 - 1998/01,1995-08-01 01:08:15.703125,0.01,0.02,0.058535174874123186,CE
1993/02 - 1998/02,1995-08-30 01:16:31.406250,0.034,0.024,0.08062139473622665,CE
1993/03 - 1998/03,1995-09-29 00:56:18.515625,0.034,0.029,0.11458311177557334,CE
1993/04 - 1998/04,1995-10-30 00:11:46.640625,0.034,0.044,0.14854482881492004,CE
1993/05 - 1998/05,1995-11-28 23:51:33.750000,0.034,0.054,0.18250654585426673,CE
1993/06 - 1998/06,1995-12-30 00:07:01.875000,0.085,0.064,0.24187463655835018,CE
1993/07 - 1998/07,1996-01-28 23:46:48.984375,0.085,0.075,0.32664910092717037,CE
1993/08 - 1998/08,1996-02-29 00:02:17.109375,0.085,0.085,0.41142356529599056,CE
1993/09 - 1998/09,1996-03-31 00:17:45.234375,0.085,0.086,0.49619802966481075,CE
1993/10 - 1998/10,1996-04-30 00:57:32.343750,0.085,0.087,0.5809724940336309,CE
1993/11 - 1998/11,1996-05-31 01:13:00.468750,0.09,0.088,0.6684856949723326,CE
1993/12 - 1998/12,1996-06-30 00:52:47.578125,0.09,0.089,0.7587376324809156,CE
1994/01 - 1999/01,1996-07-31 01:08:15.703125,0.09,0.09,0.8489895699894987,CE
1994/02 - 1999/02,1996-08-29 01:16:31.406250,0.09,0.088,0.9392415074980818,CE
1994/03 - 1999/03,1996-09-28 00:56:18.515625,0.09,0.086,1.0294934450066648,CE
1994/04 - 1999/04,1996-10-29 00:11:46.640625,0.08,0.084,1.1143811768270098,CE
1994/05 - 1999/05,1996-11-27 23:51:33.750000,0.08,0.082,1.1939047029591165,CE
1994/06 - 1999/06,1996-12-29 00:07:01.875000,0.08,0.078,1.2734282290912233,CE
1994/07 - 1999/07,1997-01-27 23:46:48.984375,0.08,0.076,1.35295175522333,CE
1994/08 - 1999/08,1997-02-28 00:02:17.109375,0.07,0.074,1.427941506204661,CE
1994/09 - 1999/09,1997-03-31 01:17:45.234375,0.07,0.072,1.498397482035216,CE
1994/10 - 1999/10,1997-04-30 00:57:32.343750,0.07,0.07,1.568853457865771,CE
1994/11 - 1999/11,1997-05-31 01:13:00.468750,0.07,0.071,1.6393094336963259,CE
1994/12 - 1999/12,1997-06-30 00:52:47.578125,0.07,0.071,1.7097654095268808,CE
1995/01 - 2000/01,1997-07-31 01:01:08.554688,0.072,0.071,1.7807600027299486,CE
1995/02 - 2000/02,1997-08-29 01:02:17.109375,0.072,0.071,1.8522932133055292,CE
1995/03 - 2000/03,1997-09-28 12:56:44.882812,0.072,0.071,1.9238264238811098,CE
1995/04 - 2000/04,1997-10-29 12:09:03.164062,0.072,0.069,1.9953596344566904,CE
1995/05 - 2000/05,1997-11-28 11:43:39.140625,0.068,0.066,2.064937198010739,CE
1995/06 - 2000/06,1997-12-29 11:55:57.421875,0.06,0.064,2.1289591541863047,CE
1995/07 - 2000/07,1998-01-28 12:02:43.476562,0.06,0.062,2.1893811500049196,CE
1995/08 - 2000/08,1998-02-28 12:15:01.757812,0.06,0.057,2.2498031458235346,CE
1995/09 - 2000/09,1998-03-31 12:55:09.960938,0.06,0.054,2.3102251416421495,CE
1995/10 - 2000/10,1998-04-30 13:01:56.015625,0.044,0.051,2.36257577635115,CE
1995/11 - 2000/11,1998-05-31 13:14:14.296875,0.044,0.048,2.4068550499505363,CE
1995/12 - 2000/12,1998-06-30 12:48:50.273438,0.044,0.045,2.4511343235499226,CE
1996/01 - 2001/01,1998-07-31 13:01:08.554688,0.044,0.043,2.4954135971493088,CE
1996/02 - 2001/02,1998-08-30 01:22:08.906250,0.045,0.042,2.540278294531163,CE
1996/03 - 2001/03,1998-09-29 00:56:44.882812,0.037,0.04,2.581638464180287,CE
1996/04 - 2001/04,1998-10-30 00:09:03.164062,0.037,0.039,2.6189086823142134,CE
1996/05 - 2001/05,1998-11-28 23:43:39.140625,0.037,0.035,2.6561789004481398,CE
1996/06 - 2001/06,1998-12-29 23:55:57.421875,0.037,0.033,2.693449118582066,CE
1996/07 - 2001/07,1999-01-29 00:02:43.476562,0.027,0.031,2.7253385180956684,CE
1996/08 - 2001/08,1999-03-01 00:15:01.757812,0.027,0.029,2.7518470989889465,CE
1996/09 - 2001/09,1999-04-01 00:55:09.960938,0.027,0.027,2.7783556798822246,CE
1996/10 - 2001/10,1999-05-01 01:01:56.015625,0.027,0.022,2.8048642607755028,CE
1996/11 - 2001/11,1999-06-01 01:14:14.296875,0.027,0.018,2.831372841668781,CE
1996/12 - 2001/12,1999-07-01 00:48:50.273438,0.005,0.014,2.847273419785779,CE
1997/01 - 2002/01,1999-08-01 01:08:15.703125,0.005,0.01,2.852565995126497,CE
1997/02 - 2002/02,1999-08-30 01:16:31.406250,0.005,0.001,2.857858570467215,CE
1997/03 - 2002/03,1999-09-29 00:56:18.515625,0.005,-0.004,2.863151145807933,CE
1997/04 - 2002/04,1999-10-30 01:11:46.640625,-0.018,-0.009,2.8567036385065876,CE
1997/05 - 2002/05,1999-11-28 23:51:33.750000,-0.018,-0.013,2.8385160485631786,CE
1997/06 - 2002/06,1999-12-30 00:07:01.875000,-0.018,-0.018,2.8203284586197697,CE
1997/07 - 2002/07,2000-01-28 23:46:48.984375,-0.018,-0.01,2.8021408686763607,CE
1997/08 - 2002/08,2000-02-29 00:02:17.109375,-0.018,-0.001,2.7839532787329517,CE
1997/09 - 2002/09,2000-03-31 01:17:45.234375,0.025,0.008,2.7874497766024433,CE
1997/10 - 2002/10,2000-04-30 00:57:32.343750,0.025,0.017,2.8126303622848354,CE
1997/11 - 2002/11,2000-05-31 01:13:00.468750,0.025,0.029,2.8378109479672275,CE
1997/12 - 2002/12,2000-06-30 00:52:47.578125,0.025,0.036,2.8629915336496197,CE
1998/01 - 2003/01,2000-07-31 01:08:15.703125,0.046,0.044,2.8985800812370144,CE
1998/02 - 2003/02,2000-08-29 01:16:31.406250,0.061,0.051,2.9519052388495766,CE
1998/03 - 2003/03,2000-09-28 00:56:18.515625,0.061,0.058,3.0125590445823036,CE
1998/04 - 2003/04,2000-10-29 01:11:46.640625,0.061,0.059,3.0732128503150307,CE
1998/05 - 2003/05,2000-11-27 23:51:33.750000,0.061,0.057,3.1338666560477577,CE
1998/06 - 2003/06,2000-12-29 00:07:01.875000,0.051,0.055,3.189774149504956,CE
1998/07 - 2003/07,2001-01-27 23:46:48.984375,0.051,0.053,3.240935330686625,CE
1998/08 - 2003/08,2001-02-28 00:02:17.109375,0.051,0.051,3.2920965118682943,CE
1998/09 - 2003/09,2001-03-31 01:17:45.234375,0.051,0.057,3.3432576930499636,CE
1998/10 - 2003/10,2001-04-30 00:57:32.343750,0.051,0.062,3.394418874231633,CE
1998/11 - 2003/11,2001-05-31 01:13:00.468750,0.079,0.068,3.459268431586679,CE
1998/12 - 2003/12,2001-06-30 00:52:47.578125,0.079,0.073,3.5378063651151024,CE
1999/01 - 2004/01,2001-07-31 01:01:08.554688,0.079,0.078,3.6163442986435257,CE
1999/02 - 2004/02,2001-08-29 01:02:17.109375,0.079,0.074,3.694882232171949,CE
1999/03 - 2004/03,2001-09-28 12:56:44.882812,0.074,0.07,3.771209991944488,CE
1999/04 - 2004/04,2001-10-29 12:09:03.164062,0.06,0.066,3.838132217002567,CE
1999/05 - 2004/05,2001-11-28 11:43:39.140625,0.06,0.063,3.8978590811020695,CE
1999/06 - 2004/06,2001-12-29 11:55:57.421875,0.06,0.059,3.957585945201572,CE
1999/07 - 2004/07,2002-01-28 12:02:43.476562,0.06,0.059,4.017312809301075,CE
1999/08 - 2004/08,2002-02-28 12:15:01.757812,0.058,0.058,4.0759925315505825,CE
1999/09 - 2004/09,2002-03-31 12:55:09.960938,0.058,0.058,4.133625111950096,CE
1999/10 - 2004/10,2002-04-30 13:01:56.015625,0.058,0.057,4.191257692349609,CE
1999/11 - 2004/11,2002-05-31 13:14:14.296875,0.058,0.064,4.248890272749122,CE
1999/12 - 2004/12,2002-06-30 12:48:50.273438,0.056,0.07,4.305783904565033,CE
2000/01 - 2005/01,2002-07-31 13:01:08.554688,0.09,0.077,4.3788668135530315,CE
2000/02 - 2005/02,2002-08-30 01:22:08.906250,0.09,0.083,4.468877948296722,CE
2000/03 - 2005/03,2002-09-29 00:56:44.882812,0.09,0.085,4.5588890830404125,CE
2000/04 - 2005/04,2002-10-30 00:09:03.164062,0.09,0.08,4.648900217784103,CE
2000/05 - 2005/05,2002-11-28 23:43:39.140625,0.066,0.076,4.726886785996612,CE
2000/06 - 2005/06,2002-12-29 23:55:57.421875,0.066,0.071,4.79284878767794,CE
2000/07 - 2005/07,2003-01-29 00:02:43.476562,0.066,0.066,4.858810789359268,CE
2000/08 - 2005/08,2003-03-01 00:15:01.757812,0.066,0.061,4.924772791040596,CE
2000/09 - 2005/09,2003-04-01 00:55:09.960938,0.066,0.056,4.990734792721923,CE
2000/10 - 2005/10,2003-05-01 01:01:56.015625,0.042,0.052,5.044752885994967,CE
2000/11 - 2005/11,2003-06-01 01:14:14.296875,0.042,0.047,5.0868270708597265,CE
2000/12 - 2005/12,2003-07-01 00:48:50.273438,0.042,0.03,5.128901255724486,CE
2001/01 - 2006/01,2003-08-01 01:08:15.703125,0.042,0.019,5.170975440589245,CE
2001/02 - 2006/02,2003-08-30 01:16:31.406250,-0.016,0.007,5.183806356450077,CE
2001/03 - 2006/03,2003-09-29 00:56:18.515625,-0.016,-0.005,5.167394003306981,CE
2001/04 - 2006/04,2003-10-30 00:11:46.640625,-0.016,-0.016,5.150981650163885,CE
2001/05 - 2006/05,2003-11-28 23:51:33.750000,-0.016,-0.026,5.134569297020789,CE
2001/06 - 2006/06,2003-12-30 00:07:01.875000,-0.016,-0.036,5.118156943877693,CE
2001/07 - 2006/07,2004-01-28 23:46:48.984375,-0.066,-0.046,5.076749747095164,CE
2001/08 - 2006/08,2004-02-29 00:02:17.109375,-0.066,-0.056,5.010347706673201,CE
2001/09 - 2006/09,2004-03-31 01:17:45.234375,-0.066,-0.065,4.943945666251238,CE
2001/10 - 2006/10,2004-04-30 00:57:32.343750,-0.066,-0.066,4.877543625829276,CE
2001/11 - 2006/11,2004-05-31 01:13:00.468750,-0.059,-0.067,4.815053978411015,CE
2001/12 - 2006/12,2004-06-30 00:52:47.578125,-0.073,-0.069,4.749421348271426,CE
2002/01 - 2007/01,2004-07-31 01:08:15.703125,-0.073,-0.07,4.676733342406806,CE
2002/02 - 2007/02,2004-08-29 01:16:31.406250,-0.073,-0.076,4.604045336542185,CE
2002/03 - 2007/03,2004-09-28 00:56:18.515625,-0.073,-0.078,4.531357330677565,CE
2002/04 - 2007/04,2004-10-29 01:11:46.640625,-0.087,-0.081,4.451627840695437,CE
2002/05 - 2007/05,2004-11-27 23:51:33.750000,-0.087,-0.084,4.364856866595801,CE
2002/06 - 2007/06,2004-12-29 00:07:01.875000,-0.087,-0.087,4.278085892496165,CE
2002/07 - 2007/07,2005-01-27 23:46:48.984375,-0.087,-0.092,4.191314918396529,CE
2002/08 - 2007/08,2005-02-28 00:02:17.109375,-0.087,-0.097,4.104543944296893,CE
2002/09 - 2007/09,2005-03-31 01:17:45.234375,-0.111,-0.101,4.005508707312401,CE
2002/10 - 2007/10,2005-04-30 00:57:32.343750,-0.111,-0.106,3.8942092074430548,CE
2002/11 - 2007/11,2005-05-31 01:13:00.468750,-0.111,-0.112,3.782909707573708,CE
2002/12 - 2007/12,2005-06-30 00:52:47.578125,-0.111,-0.113,3.6716102077043615,CE
2003/01 - 2008/01,2005-07-31 01:01:08.554688,-0.115,-0.113,3.5584867721772753,CE
2003/02 - 2008/02,2005-08-29 01:02:17.109375,-0.115,-0.114,3.4435394009924494,CE
2003/03 - 2008/03,2005-09-28 12:56:44.882812,-0.115,-0.115,3.3285920298076235,CE
2003/04 - 2008/04,2005-10-29 13:09:03.164062,-0.115,-0.122,3.2136446586227976,CE
2003/05 - 2008/05,2005-11-28 11:43:39.140625,-0.115,-0.129,3.0986972874379717,CE
2003/06 - 2008/06,2005-12-29 11:55:57.421875,-0.15,-0.136,2.966408671287354,CE
2003/07 - 2008/07,2006-01-28 12:02:43.476562,-0.15,-0.143,2.816778810170945,CE
2003/08 - 2008/08,2006-02-28 12:15:01.757812,-0.15,-0.145,2.6671489490545355,CE
2003/09 - 2008/09,2006-03-31 12:55:09.960938,-0.15,-0.134,2.517519087938126,CE
2003/10 - 2008/10,2006-04-30 13:01:56.015625,-0.127,-0.124,2.3790581835783087,CE
2003/11 - 2008/11,2006-05-31 13:14:14.296875,-0.096,-0.113,2.267622494546231,CE
2003/12 - 2008/12,2006-06-30 12:48:50.273438,-0.096,-0.102,2.172043064085301,CE
2004/01 - 2009/01,2006-07-31 13:01:08.554688,-0.096,-0.09,2.076463633624371,CE
2004/02 - 2009/02,2006-08-30 01:22:08.906250,-0.096,-0.085,1.9808842031634413,CE
2004/03 - 2009/03,2006-09-29 00:56:44.882812,-0.068,-0.079,1.8990696346736513,CE
2004/04 - 2009/04,2006-10-30 00:09:03.164062,-0.068,-0.074,1.8310199281550013,CE
2004/05 - 2009/05,2006-11-28 23:43:39.140625,-0.068,-0.068,1.7629702216363512,CE
2004/06 - 2009/06,2006-12-29 23:55:57.421875,-0.068,-0.062,1.6949205151177011,CE
2004/07 - 2009/07,2007-01-29 00:02:43.476562,-0.068,-0.057,1.626870808599051,CE
2004/08 - 2009/08,2007-03-01 00:15:01.757812,-0.039,-0.051,1.5732523048645817,CE
2004/09 - 2009/09,2007-04-01 00:55:09.960938,-0.039,-0.045,1.534065003914293,CE
2004/10 - 2009/10,2007-05-01 01:01:56.015625,-0.039,-0.035,1.4948777029640041,CE
2004/11 - 2009/11,2007-06-01 01:14:14.296875,-0.039,-0.031,1.4556904020137154,CE
2004/12 - 2009/12,2007-07-01 00:48:50.273438,-0.02,-0.028,1.426161301729735,CE
2005/01 - 2010/01,2007-08-01 01:08:15.703125,-0.02,-0.024,1.406290402112063,CE
2005/02 - 2010/02,2007-08-30 01:16:31.406250,-0.02,-0.02,1.386419502494391,CE
2005/03 - 2010/03,2007-09-29 00:56:18.515625,-0.02,-0.014,1.366548602876719,CE
2005/04 - 2010/04,2007-10-30 00:11:46.640625,-0.02,-0.008,1.3466777032590471,CE
2005/05 - 2010/05,2007-11-28 23:51:33.750000,0.01,-0.002,1.3416366208693944,CE
2005/06 - 2010/06,2007-12-30 00:07:01.875000,0.01,0.004,1.351425355707761,CE
2005/07 - 2010/07,2008-01-28 23:46:48.984375,0.01,0.01,1.3612140905461274,CE
2005/08 - 2010/08,2008-02-29 00:02:17.109375,0.01,0.013,1.371002825384494,CE
2005/09 - 2010/09,2008-03-31 01:17:45.234375,0.011,0.016,1.3812803392647766,CE
2005/10 - 2010/10,2008-04-30 00:57:32.343750,0.024,0.018,1.3986153466976248,CE
2005/11 - 2010/11,2008-05-31 01:13:00.468750,0.024,0.021,1.4225190686411224,CE
2005/12 - 2010/12,2008-06-30 00:52:47.578125,0.024,0.024,1.44642279058462,CE
2006/01 - 2011/01,2008-07-31 01:08:15.703125,0.024,0.024,1.4703265125281177,CE
2006/02 - 2011/02,2008-08-29 01:16:31.406250,0.025,0.024,1.4946156530058943,CE
2006/03 - 2011/03,2008-09-28 00:56:18.515625,0.025,0.025,1.5192902120179497,CE
2006/04 - 2011/04,2008-10-29 00:11:46.640625,0.025,0.025,1.543964771030005,CE
2006/05 - 2011/05,2008-11-27 23:51:33.750000,0.025,0.023,1.5686393300420605,CE
2006/06 - 2011/06,2008-12-29 00:07:01.875000,0.025,0.021,1.5933138890541159,CE
2006/07 - 2011/07,2009-01-27 23:46:48.984375,0.015,0.019,1.6132229719660245,CE
2006/08 - 2011/08,2009-02-28 00:02:17.109375,0.015,0.017,1.6283665787777863,CE
2006/09 - 2011/09,2009-03-31 01:17:45.234375,0.015,0.014,1.6435101855895482,CE
2006/10 - 2011/10,2009-04-30 00:57:32.343750,0.015,0.013,1.65865379240131,CE
2006/11 - 2011/11,2009-05-31 01:13:00.468750,0.011,0.013,1.6717258602729999,CE
2006/12 - 2011/12,2009-06-30 00:52:47.578125,0.011,0.012,1.6827263892046176,CE
2007/01 - 2012/01,2009-07-31 01:01:08.554688,0.011,0.011,1.6937269181362353,CE
2007/02 - 2012/02,2009-08-29 01:02:17.109375,0.011,0.007,1.704727447067853,CE
2007/03 - 2012/03,2009-09-28 12:56:44.882812,0.011,0.004,1.7157279759994708,CE
2007/04 - 2012/04,2009-10-29 12:09:03.164062,-0.007,0.0,1.7177264002966695,CE
2007/05 - 2012/05,2009-11-28 11:43:39.140625,-0.007,-0.003,1.710722719959449,CE
2007/06 - 2012/06,2009-12-29 11:55:57.421875,-0.007,-0.011,1.7037190396222286,CE
2007/07 - 2012/07,2010-01-28 12:02:43.476562,-0.007,-0.013,1.6967153592850082,CE
2007/08 - 2012/08,2010-02-28 12:15:01.757812,-0.029,-0.016,1.6786700854427181,CE
2007/09 - 2012/09,2010-03-31 12:55:09.960938,-0.017,-0.018,1.655429806036409,CE
2007/10 - 2012/10,2010-04-30 13:01:56.015625,-0.017,-0.02,1.6380361145711504,CE
2007/11 - 2012/11,2010-05-31 13:14:14.296875,-0.017,-0.03,1.6206424231058918,CE
2007/12 - 2012/12,2010-06-30 12:48:50.273438,-0.017,-0.042,1.6032487316406332,CE
2008/01 - 2013/01,2010-07-31 13:01:08.554688,-0.079,-0.054,1.554940944944974,CE
2008/02 - 2013/02,2010-08-30 01:22:08.906250,-0.079,-0.067,1.4757190630189143,CE
2008/03 - 2013/03,2010-09-29 00:56:44.882812,-0.079,-0.079,1.3964971810928546,CE
2008/04 - 2013/04,2010-10-30 01:09:03.164062,-0.079,-0.082,1.3172752991667949,CE
2008/05 - 2013/05,2010-11-28 23:43:39.140625,-0.079,-0.084,1.2380534172407351,CE
2008/06 - 2013/06,2010-12-29 23:55:57.421875,-0.092,-0.087,1.1522868112078868,CE
2008/07 - 2013/07,2011-01-29 00:02:43.476562,-0.092,-0.09,1.0599754810682498,CE
2008/08 - 2013/08,2011-03-01 00:15:01.757812,-0.092,-0.093,0.9676641509286128,CE
2008/09 - 2013/09,2011-04-01 00:55:09.960938,-0.092,-0.094,0.8753528207889758,CE
2008/10 - 2013/10,2011-05-01 01:01:56.015625,-0.096,-0.094,0.7812348589650355,CE
2008/11 - 2013/11,2011-06-01 01:14:14.296875,-0.096,-0.095,0.685310265456792,CE
2008/12 - 2013/12,2011-07-01 00:48:50.273438,-0.096,-0.096,0.5893856719485484,CE
2009/01 - 2014/01,2011-08-01 01:08:15.703125,-0.096,-0.098,0.49346107844030485,CE
2009/02 - 2014/02,2011-08-30 01:16:31.406250,-0.096,-0.1,0.3975364849320613,CE
2009/03 - 2014/03,2011-09-29 00:56:18.515625,-0.106,-0.102,0.29662487137829885,CE
2009/04 - 2014/04,2011-10-30 01:11:46.640625,-0.106,-0.104,0.19072623777901754,CE
2009/05 - 2014/05,2011-11-28 23:51:33.750000,-0.106,-0.107,0.08482760417973623,CE
2009/06 - 2014/06,2011-12-30 00:07:01.875000,-0.106,-0.107,-0.021071029419545084,CE
2009/07 - 2014/07,2012-01-28 23:46:48.984375,-0.109,-0.108,-0.1284974641748704,CE
2009/08 - 2014/08,2012-02-29 00:02:17.109375,-0.11,-0.109,-0.2378823920735158,CE
2009/09 - 2014/09,2012-03-31 01:17:45.234375,-0.11,-0.11,-0.3476980119594373,CE
2009/10 - 2014/10,2012-04-30 00:57:32.343750,-0.11,-0.106,-0.45751363184535876,CE
2009/11 - 2014/11,2012-05-31 01:13:00.468750,-0.11,-0.103,-0.5673292517312802,CE
2009/12 - 2014/12,2012-06-30 00:52:47.578125,-0.093,-0.1,-0.6687561958678998,CE
2010/01 - 2015/01,2012-07-31 01:08:15.703125,-0.093,-0.096,-0.7617944642552175,CE
2010/02 - 2015/02,2012-08-29 01:16:31.406250,-0.093,-0.093,-0.8548327326425351,CE
2010/03 - 2015/03,2012-09-28 00:56:18.515625,-0.093,-0.088,-0.9478710010298528,CE
2010/04 - 2015/04,2012-10-29 00:11:46.640625,-0.093,-0.084,-1.0409092694171704,CE
2010/05 - 2015/05,2012-11-27 23:51:33.750000,-0.07,-0.079,-1.1225083857425489,CE
2010/06 - 2015/06,2012-12-29 00:07:01.875000,-0.07,-0.075,-1.192668350005988,CE
2010/07 - 2015/07,2013-01-27 23:46:48.984375,-0.07,-0.067,-1.2628283142694272,CE
2010/08 - 2015/08,2013-02-28 00:02:17.109375,-0.07,-0.063,-1.3329882785328664,CE
2010/09 - 2015/09,2013-03-31 00:17:45.234375,-0.053,-0.06,-1.3945417865761556,CE
2010/10 - 2015/10,2013-04-30 00:57:32.343750,-0.053,-0.056,-1.4474888383992948,CE
2010/11 - 2015/11,2013-05-31 01:13:00.468750,-0.053,-0.053,-1.500435890222434,CE
2010/12 - 2015/12,2013-06-30 00:52:47.578125,-0.053,-0.049,-1.5533829420455731,CE
2011/01 - 2016/01,2013-07-31 01:01:08.554688,-0.053,-0.045,-1.6063299938687123,CE
2011/02 - 2016/02,2013-08-29 01:02:17.109375,-0.032,-0.04,-1.648853843624238,CE
2011/03 - 2016/03,2013-09-28 12:56:44.882812,-0.032,-0.036,-1.68095449131215,CE
2011/04 - 2016/04,2013-10-29 12:09:03.164062,-0.032,-0.032,-1.713055139000062,CE
2011/05 - 2016/05,2013-11-28 11:43:39.140625,-0.032,-0.03,-1.7451557866879739,CE
2011/06 - 2016/06,2013-12-29 11:55:57.421875,-0.033,-0.027,-1.7779066204675473,CE
2011/07 - 2016/07,2014-01-28 12:02:43.476562,-0.019,-0.024,-1.8040690967463888,CE
2011/08 - 2016/08,2014-02-28 12:15:01.757812,-0.019,-0.022,-1.822993029432837,CE
2011/09 - 2016/09,2014-03-31 12:55:09.960938,-0.019,-0.018,-1.841916962119285,CE
2011/10 - 2016/10,2014-04-30 13:01:56.015625,-0.019,-0.017,-1.8608408948057331,CE
2011/11 - 2016/11,2014-05-31 13:14:14.296875,-0.013,-0.015,-1.8768695607432164,CE
2011/12 - 2016/12,2014-06-30 12:48:50.273438,-0.013,-0.014,-1.890002959931735,CE
2012/01 - 2017/01,2014-07-31 13:01:08.554688,-0.013,-0.013,-1.9031363591202535,CE
2012/02 - 2017/02,2014-08-30 01:22:08.906250,-0.013,-0.006,-1.916269758308772,CE
2012/03 - 2017/03,2014-09-29 00:56:44.882812,-0.013,0.002,-1.9294031574972905,CE
2012/04 - 2017/04,2014-10-30 00:09:03.164062,0.024,0.009,-1.9241196239017881,CE
2012/05 - 2017/05,2014-11-28 23:43:39.140625,0.024,0.016,-1.9004191575222649,CE
2012/06 - 2017/06,2014-12-29 23:55:57.421875,0.024,0.025,-1.8767186911427416,CE
2012/07 - 2017/07,2015-01-29 00:02:43.476562,0.024,0.026,-1.8530182247632183,CE
2012/08 - 2017/08,2015-03-01 00:15:01.757812,0.03,0.027,-1.8262600028538145,CE
2012/09 - 2017/09,2015-04-01 00:55:09.960938,0.03,0.029,-1.7964440254145302,CE
2012/10 - 2017/10,2015-05-01 01:01:56.015625,0.03,0.03,-1.7666280479752459,CE
2012/11 - 2017/11,2015-06-01 01:14:14.296875,0.03,0.031,-1.7368120705359615,CE
2012/12 - 2017/12,2015-07-01 00:48:50.273438,0.03,0.032,-1.7069960930966772,CE
2013/01 - 2018/01,2015-08-01 01:08:15.703125,0.035,0.033,-1.6748081422992982,CE
2013/02 - 2018/02,2015-08-30 01:16:31.406250,0.035,0.034,-1.6402482181438245,CE
2013/03 - 2018/03,2015-09-29 00:56:18.515625,0.035,0.037,-1.6056882939883508,CE
2013/04 - 2018/04,2015-10-30 00:11:46.640625,0.035,0.041,-1.571128369832877,CE
2013/05 - 2018/05,2015-11-28 23:51:33.750000,0.045,0.044,-1.5314148120232858,CE
2013/06 - 2018/06,2015-12-30 00:07:01.875000,0.054,0.048,-1.4819796491065063,CE
2013/07 - 2018/07,2016-01-28 23:46:48.984375,0.054,0.052,-1.427976514736656,CE
2013/08 - 2018/08,2016-02-29 00:02:17.109375,0.054,0.056,-1.373973380366806,CE
2013/09 - 2018/09,2016-03-31 01:17:45.234375,0.054,0.058,-1.3199702459969558,CE
2013/10 - 2018/10,2016-04-30 00:57:32.343750,0.064,0.06,-1.2608859162428416,CE
2013/11 - 2018/11,2016-05-31 01:13:00.468750,0.064,0.062,-1.1967203911044635,CE
2013/12 - 2018/12,2016-06-30 00:52:47.578125,0.064,0.064,-1.1325548659660853,CE
2014/01 - 2019/01,2016-07-31 01:08:15.703125,0.064,0.064,-1.0683893408277072,CE
2014/02 - 2019/02,2016-08-29 01:16:31.406250,0.064,0.063,-1.004223815689329,CE
2014/03 - 2019/03,2016-09-28 00:56:18.515625,0.062,0.063,-0.9410319771268405,CE
2014/04 - 2019/04,2016-10-29 01:11:46.640625,0.062,0.063,-0.8788138251402415,CE
2014/05 - 2019/05,2016-11-27 23:51:33.750000,0.062,0.057,-0.8165956731536426,CE
2014/06 - 2019/06,2016-12-29 00:07:01.875000,0.062,0.052,-0.7543775211670436,CE
2014/07 - 2019/07,2017-01-27 23:46:48.984375,0.038,0.048,-0.7044230416067876,CE
2014/08 - 2019/08,2017-02-28 00:02:17.109375,0.038,0.043,-0.6667322344728746,CE
2014/09 - 2019/09,2017-03-31 01:17:45.234375,0.038,0.038,-0.6290414273389615,CE
2014/10 - 2019/10,2017-04-30 00:57:32.343750,0.038,0.032,-0.5913506202050485,CE
2014/11 - 2019/11,2017-05-31 01:13:00.468750,0.038,0.027,-0.5536598130711354,CE
2014/12 - 2019/12,2017-06-30 00:52:47.578125,0.011,0.022,-0.5292051807628013,CE
2015/01 - 2020/01,2017-07-31 01:01:08.554688,0.011,0.017,-0.5179867232800461,CE
2015/02 - 2020/02,2017-08-29 01:02:17.109375,0.011,0.007,-0.506768265797291,CE
2015/03 - 2020/03,2017-09-28 12:56:44.882812,0.011,0.004,-0.49554980831453577,CE
2015/04 - 2020/04,2017-10-29 12:09:03.164062,-0.008,0.0,-0.4938554764376022,CE
